text,label
I would like to see Dr. Robert E. Durr.,BookAppointment
No. I want to make the appointment for the 10th of this month.,BookAppointment
"No, I would like to see Chen Heather. Is there anything available at 10 o""clock in the morning?",BookAppointment
Yes.,BookAppointment
Do they have cosmetic services? Which city ore they located in?,BookAppointment
Thank you for your help.,BookAppointment
I want to visit Centerville Dental Care.,BookAppointment
Can you book it for afternoon 12:30 on the 9th of March?,BookAppointment
"No, can it be at 11 am?",BookAppointment
"No, book it for the 12th.",BookAppointment
Yes,BookAppointment
I feel some problem with my teeth. Would I get an appointment with Dr Sears Dental at 18:00,BookAppointment
It will be fine on the 7th,BookAppointment
I have changed mind. Please make appointment with North Bay Radiology at 4:30 pm,BookAppointment
Please change the date to 5th of March.,BookAppointment
let me know whether I get cosmetic service from them.,BookAppointment
Please give me the contact number,BookAppointment
Thank you very much,BookAppointment
"I'm planning on visiting a dentist, can you help me make an appointment?",BookAppointment
Is there anything on Sunday this week at 11:00?,BookAppointment
"I want to visit the dentist, Palo Alto.",BookAppointment
"Yes, that is all correct, but can you give me their location and contact number?",BookAppointment
"Thanks for your help, that's all I needed.",BookAppointment
I need to visit a dentist.,BookAppointment
I do! The name is Dr. Ehsan Rezvan.,BookAppointment
"Is there anything available at four in the evening at his office, Nisha Dharmani Dentistry?",BookAppointment
Could I get the appointment for today?,BookAppointment
Confirmed! What is their phone number?,BookAppointment
"Wait, what city are they located in? What's their address?",BookAppointment
"Okay, great. Thanks for your help!",BookAppointment
I'd like to see a dentist.,BookAppointment
I want to go to the Rutherford Dental Lab at 11:15 am if that's possible.,BookAppointment
"Please schedule it for the 11th of this month. Actually, is it possible to schedule it for eleven am?",BookAppointment
"Yeah, that's correct.",BookAppointment
I still want to make a dental appointment. There's a dentist named Fong Michael that I also like.,BookAppointment
"Yeah, that would be good.",BookAppointment
"I have a toothache, can you schedule me a dentist appointment?",BookAppointment
Is there anything after 3 pm for Dr. Robert S. Gilbert?,BookAppointment
The 2nd.,BookAppointment
Yes. What's their phone number and address?,BookAppointment
I want to dry another dentist - Drysdale Christine.,BookAppointment
Yes.,BookAppointment
Let's try to see if there's an opening on the 9th of this month.,BookAppointment
No. Let's try afternoon 12:30 instead.,BookAppointment
Yes.,BookAppointment
Thanks for your help.,BookAppointment
I would like a dental appointment.,BookAppointment
"Please set it for the 1st of this month with Fong Michael, in the evening 4:45 possibly?",BookAppointment
Yes. Where is he located?,BookAppointment
No thanks.,BookAppointment
Can you find me a dentist for 5:15 pm?,BookAppointment
Tuesday next week in the afternoon 2:15.,BookAppointment
My dentist is Elena B Gousseva-Grove.,BookAppointment
I confirm. Where are they and what is phone number?,BookAppointment
Thank you that is all today.,BookAppointment
I have a tooth ache. I want a dentist.,BookAppointment
Anything which is available at 14:00?,BookAppointment
I want to book appointment from Doctor Wang Jen-Kuei on the 1st. Anything that is available at 5:30 pm,BookAppointment
"oh Sorry, I want to book on 11th of this month.",BookAppointment
yes. It sounds good. Can I get the contact number and city they are located?,BookAppointment
I want to visit a dentist soon to get my teeth checked.,BookAppointment
Can you see if theres anything available in the afternoon 2:45 pm? Try Family Dental Care if you can,BookAppointment
Is there anything available at quarter past 12 in the afternoon on March 10th?,BookAppointment
"Yes, also what's their address and contact number?",BookAppointment
"Yes, try to find an appointment with Dr. Andrei Simel",BookAppointment
Actually let's move that to the 13th of March,BookAppointment
Yes that's right,BookAppointment
I need a dentist soon. Do you have any appointments for 1st of March at 11 in the morning?,BookAppointment
"I would like to see Amy N. Tran, And Eric R. Nagareda on the 11th of this month.",BookAppointment
Yes the appointment was made correctly.,BookAppointment
Thanks for your help.,BookAppointment
I'd like to make a dentist appointment at half past 3 in the afternoon.,BookAppointment
"Yes, the name of the office is Dental Connection. I'd like to make the appointment for the 14th.",BookAppointment
"Yes, that would be great. I am needing cosmetic services. Are they available?",BookAppointment
What is their address?,BookAppointment
Thanks so much!,BookAppointment
I need to schedule an appointment with a dentist.,BookAppointment
The dentist is North Bay Radiology. Please schedule an appointment for the 11th for the afternoon 3:30.,BookAppointment
"No, actually schedule if for 5 o""clock in the evening.",BookAppointment
"Yes, that is correct.",BookAppointment
Can you schedule an appointment with Dr. Silvie T. Quach?,BookAppointment
"Yes, that is correct. In which city are they located? What is a contact number?",BookAppointment
Thank you for your assistance.,BookAppointment
Looking for a dentist on March 9th. Will be available at half past 9 in the morning.,BookAppointment
His name is Just A Cleaning,BookAppointment
yes. you are right,BookAppointment
Thank you so much,BookAppointment
I need to go to the dentist,BookAppointment
there is something available at 16:00 with Menlo Park Dental Excellence,BookAppointment
the dentist is Lim Jae for the March 11th.,BookAppointment
will you know where it is located?,BookAppointment
"I would like to go immediately, you will have something to 3:15 pm?",BookAppointment
Could you tell me again where they are located please?,BookAppointment
great thanks,BookAppointment
I want to visit the dentist Dr. Timothy M. Gallagher,BookAppointment
13th of March please,BookAppointment
Around 14:30 would be good,BookAppointment
"Yes please, thank you",BookAppointment
Could you book one of the 9th of this month at quarter past 11 in the morning?,BookAppointment
Actually can you book it with Gateway Plaza Dental Clinic,BookAppointment
Yes please. Can you grab me their phone number?,BookAppointment
"Thank you, I don't need anything else",BookAppointment
"Hello, there. I need to get to a dentist that can fix my daughter's chipped tooth before my friend's wedding. Would you look up that up for me, please?",BookAppointment
"Yes, please make the appointment for the 10th of March. The dentist's office is Growing Smiles Pediatric Dentistry. Do you show an opening for 11:00?",BookAppointment
"Yes, confirm.",BookAppointment
That's great. I really appreciate your help with this. I have nothing else to ask you right now.,BookAppointment
I need to visit a dentist.,BookAppointment
March 10th and 14:00 if possible.,BookAppointment
Thomas P Farris please.,BookAppointment
Yes thanks. Can they do cosmetic services? I need their contact number.,BookAppointment
Thanks very much for the help.,BookAppointment
I want to visit the dentist Dr. Robert E. Durr.,BookAppointment
"Actually, the dentist is Cofield Marianne. Can I get in at 11:15 in the morning?",BookAppointment
"The 5th of march. Actually, is there anything available at 16:15?",BookAppointment
"Yes, which city are they at?",BookAppointment
I need a booking for a dentist,BookAppointment
Book an appointment for C-Dental X-ray on march 10th,BookAppointment
Make the date to the 3rd. Anything available at morning 9:30?,BookAppointment
The dentist's name is Dr. David I. Thompson. Is there any slot available for 5:15 in the evening,BookAppointment
"Yes, that is correct",BookAppointment
Thanks for your help.,BookAppointment
I would like to book an appointment with a dentist on the 11th.,BookAppointment
"I'd like to visit , Greenview Dental Care, Yvonne Yang. Are there any appointments available at 11:45 in the morning?",BookAppointment
"Yes, what is the address and do they do cosmetic work?",BookAppointment
"Thanks, I don't need anything else.",BookAppointment
"My teeth are aching, I think I should go to the dentist soon. I'd like to go to Growing Smiles Pediatric Dentistry.",BookAppointment
"Yes, could you book an appointment for today at evening 4? The dentist's name is Dr. Robert E. Durr.",BookAppointment
Great. What is their phone number and address?,BookAppointment
"Yes, book it on the 9th of this month.",BookAppointment
Thank you.,BookAppointment
"I want vist the Dentist Ghina Morad, please help with the appointment anything available at the half past 2 in the afternoon?",BookAppointment
"I would like to have one at March 13th, anything availble at 12:45 in the afternoon?",BookAppointment
"Yes, that's great, can I have their contact number?",BookAppointment
"No, thanks.",BookAppointment
"I need to make an appointment to see a dentist. Are there any openings at 2 o""clock in the afternoon?",BookAppointment
The dental clinic is called Appian Dental Center,BookAppointment
The 10th would be great.,BookAppointment
Yes,BookAppointment
Thanks for your help. That's all I need,BookAppointment
"I need to visit a dentist for a cleaning, can you book an appointment for me?",BookAppointment
"12:30 pm works for me, is there anything available at that time?",BookAppointment
The name of the dentist's office is The Dental Dimensions and I need an appointment on the 6th of this month.,BookAppointment
"Yes that's great, where is the office located?",BookAppointment
"Do you know if they offer cosmetic services? Also, what is their phone number?",BookAppointment
Thanks so much for your help!,BookAppointment
I'd like to book an appointment with a dentist.,BookAppointment
O'Connor Dental Center.,BookAppointment
Book it for the 12th of this month. See if there is an opening at 3:45 in the afternoon.,BookAppointment
That sounds great. Can you tell me where they are located and whether or not they do any cosmetic services?,BookAppointment
No that won't work.,BookAppointment
"I need to get some work done at the dentist, please.",BookAppointment
"I would like to visit Samaritan Dental Aesthetics, please, and would like to come in at 14:30.",BookAppointment
I would like to come in on the 14th of this month.,BookAppointment
"Yes, thank you.",BookAppointment
"In that case, I would like something on the 5th of March.",BookAppointment
"Yes, it is. I was also wondering which city this dental practice is located in, and if they can do cosmetic services?",BookAppointment
Thank you for your help. That will be it for me today.,BookAppointment
I want to go to a dentist named John R Saunderson.,BookAppointment
I'd like to go this saturday.,BookAppointment
Anytime around 10:15 in the morning.,BookAppointment
"No, is there anything open at 4 in the evening?",BookAppointment
Yeah.,BookAppointment
"I still want to make a reservation, how about the 9th of this month?",BookAppointment
"No, with Steven C Fong.",BookAppointment
Yes.,BookAppointment
I need to make a Dentist appointment.,BookAppointment
I would like to make it for the 7th if possible.,BookAppointment
I would like the appointment to be at Castro Valley Health at 2 in the afternoon on the 12th instead.,BookAppointment
"No, 10 o""clock in the morning would work better. Do they have an opening for then?",BookAppointment
"Correct, where is their office located? Can you give me the contact number in case I get lost.",BookAppointment
"Thanks, I really appreciate it.",BookAppointment
I want to see a dentist.,BookAppointment
I want to see Dr. Eugene H. Burton Iii on the 14th. Is he available at a quarter to 6 in the evening?,BookAppointment
"No, I want to see him on Tuesday next week.",BookAppointment
"No. Is dentist Chandiok Neena K available at 1 o""clock in the afternoon?",BookAppointment
Yes. What is their phone number?,BookAppointment
"No, thank you. That will be all.",BookAppointment
I need to visit a dentist.,BookAppointment
Book it on the 14th at 3:15 pm. The dentist's name is North Meridian Dental.,BookAppointment
"I need it on the 12th of March, I am sorry about that. Do you have anything at quarter past 5 in the evening?",BookAppointment
"No, the dentist's name is actually Solage Dental.",BookAppointment
"Yes, thank you! Can you tell me the city?",BookAppointment
Yes that will work!,BookAppointment
"Thank you for all of you're help, that's all I needed.",BookAppointment
Could you please book a dentist visit for me at 2:30 in the afternoon on 2nd of March?,BookAppointment
I'd prefer Dr. Clayton G. Zeidler,BookAppointment
Confirmed,BookAppointment
Thanks for your support,BookAppointment
I wish to see a dentist. Please book the appointment on 6th of this month.,BookAppointment
I wish to see Dr. Brian W. Chun at morning 10:30,BookAppointment
Can I have his contact number?,BookAppointment
In which city the place is located? Are they providing cosmetic services?,BookAppointment
Thank you so much for you help. That is what I want.,BookAppointment
I need a dentist. Anything at afternoon 12 available?,BookAppointment
The 3rd would be great.,BookAppointment
Access Dental - Santa Rosa is my choice.,BookAppointment
yes,BookAppointment
Thank you for your assistance.,BookAppointment
I'd like to book a dentist appointment on the 8th of March.,BookAppointment
I want to schedule an appointment with Dr. Montgomery Heath M.,BookAppointment
Later in the day works well for me. Is there an opening for 4:30 in the evening?,BookAppointment
"Yes, I will see you next Friday.",BookAppointment
Can I please have the phone number in case I need to get in touch again? And can you tell me in which city you are located?,BookAppointment
Thanks for helping me today. You've given me all the information I need.,BookAppointment
I want to visit the dentist Ahmed Sameena.,BookAppointment
What about the afternoon 2:30 on the 2nd.,BookAppointment
Yes. Where is the dentist located?,BookAppointment
Thank you. That's all.,BookAppointment
I need to see a dentist.,BookAppointment
Book Sonrisas Community Dental Center for morning 10:15 on Wednesday next week.,BookAppointment
No. Make it evening 5:30 on March 10th.,BookAppointment
That is correct.,BookAppointment
Try Hasaimoto Family Dentistry.,BookAppointment
That is right.,BookAppointment
I need to find a dentist.,BookAppointment
Make it for the 5th.,BookAppointment
"The dentist's name is C K Dental lab. I would like to make for 11 o""clock in the morning.",BookAppointment
Yes that is.,BookAppointment
"Yes, that will be fine.",BookAppointment
What is the address and what city are they located in?,BookAppointment
Thanks for your help.,BookAppointment
I'd like to book an appointment at a salon March 8th at 16:45.,BookAppointment
"The salon is named Great Clips in Blackhawk, Danville.",BookAppointment
I'd like the appointment Tuesday next week at evening 6:30.,BookAppointment
"Yes, that is great. Tell me the contact number please.",BookAppointment
Tell me the address and if it's unisex.,BookAppointment
That's all for now. Thanks!,BookAppointment
I need an appointment at a salon for the 6th.,BookAppointment
The salon is called Hair Fairies the Head Lice Helpers.,BookAppointment
Set the appointment at half past 12 in the afternoon.,BookAppointment
"Yes, great.",BookAppointment
"Thanks, that does it.",BookAppointment
I need to schedule a visit to the salon.,BookAppointment
The salon is B Parlor. I want to go on the 10th of March at three in the afternoon.,BookAppointment
"No, the name of the salon is Concept Barbershop.",BookAppointment
"Yes, that will work.",BookAppointment
Thank you for your help.,BookAppointment
I want to make an appointment at Supercuts Sequoia Station.,BookAppointment
I wanr it at afternoon 12 on the 8th of this month.,BookAppointment
Yes Whats the address and phone number?,BookAppointment
Thanks you.,BookAppointment
I want an appointment at a salon on the 2nd of this month.,BookAppointment
"The salon is the Caroline'S Salon, 11 o""clock in the morning is fine.",BookAppointment
That's correct. Is the salon unisex?,BookAppointment
"Thank you, that's all for now.",BookAppointment
"Hi, I need to get my hair done. Can you book me an appointment at a salon?",BookAppointment
I'd like to go to Supercuts on the 14th of March.,BookAppointment
I'd like to go in at 4:15 pm.,BookAppointment
Yes that's great. What's the salon's rating? And what is the address?,BookAppointment
That works great for me.,BookAppointment
"Thanks for everything, that's all I needed.",BookAppointment
"I want to go to the salon, could you book an appointment?",BookAppointment
I would like an appointment at Supercuts on Saturday this week at half past 6 in the evening.,BookAppointment
"Yes, that is what I would like. Could you tell me the address and average rating of this Salon?",BookAppointment
"Thank you, that's all I need.",BookAppointment
Make me a salon appointment.,BookAppointment
Please make it for 10 in the morning?,BookAppointment
It's called V's Barbershop Campbell.,BookAppointment
I'd like the appointment to be the 8th.,BookAppointment
"No, I want to visit the salon next Monday.",BookAppointment
"Yes, that sounds good. Can you confirm the city for me?",BookAppointment
I want to book an appointment at Great Clips.,BookAppointment
"Yes, that is right. What is their rating?",BookAppointment
Thank you. That's all I needed.,BookAppointment
"I would like to book an appointment at the salon, Supercuts on March 8th.",BookAppointment
I changed my mind. I would rather go to the salon Fig & Clover. Can I have the appointment at 1:30 pm?,BookAppointment
"Yes, that sounds great. Can you confirm the address and the city that it is in?",BookAppointment
I need a salon appointment.,BookAppointment
I want to visit Fig & Clover on the 13th of this month at 9:45 in the morning.,BookAppointment
Yes that is perfect.,BookAppointment
What is the phone number? Is the salon unisex?,BookAppointment
Thank you.,BookAppointment
I would like to book an appointment at 4:30 pm at the salon.,BookAppointment
I would like to visit Supercuts on the 11th.,BookAppointment
"No, I would like to visit Casual Chic Salon next Monday.",BookAppointment
"Yes, that would be great. Where is it? And is it unisex?",BookAppointment
I still need an appointment at 10:15 in the morning.,BookAppointment
"Yes, that would be great.",BookAppointment
Thanks so much!,BookAppointment
I would like to make an appointment with Hitters Barber Shop.,BookAppointment
"I'd like my appointment to be on March 5th, at 6:30 pm.",BookAppointment
"Yes, that is correct.",BookAppointment
I really appreciate it. That takes care of everything I needed.,BookAppointment
I need a salon appointment.,BookAppointment
If like an appointment at Salon Revel on the 1st in the evening 6:45.,BookAppointment
That sounds perfect!,BookAppointment
Is an appointment available at 10 am on the 2nd?,BookAppointment
No. It's the Revamp Salon.,BookAppointment
Right. That's what I want.,BookAppointment
Thanks a bunch.,BookAppointment
"I need to go to the salon. Will you do an appointment for me at 10 o""clock in the morning ?",BookAppointment
I need to have the appointment on the salon Supercuts on 10th of March,BookAppointment
All good. Could you tell me the contact number and the avarage rating of the place?,BookAppointment
That's all. Thank you for your help,BookAppointment
I'm interested in booking an appointment at the salon on the 1st at three pm.,BookAppointment
The salon is called Reframe Hair Gallery.,BookAppointment
"No, the salon's name is actually Hairapy.",BookAppointment
That's right. Can you tell me what city it is in please?,BookAppointment
"Yes, I want to book an appointment at 5:30 in the evening at a salon.",BookAppointment
"Yes, that works for me. Is it a unisex stylist? Also please let me know the address.",BookAppointment
"That's all, thanks for the help!",BookAppointment
I've decided to change my hairstyle. Please help me book an appointment at a salon.,BookAppointment
I'd like an 11:30 in the morning appointment at Tommy Cuts.,BookAppointment
I'd like to go the salon on 9th of this month.,BookAppointment
"No, that will be too late. Please book the appointment for 9:45 in the morning.",BookAppointment
Yes. Sounds perfect.,BookAppointment
Yes. That would work for me.,BookAppointment
Do you know its average rating? What about its address?,BookAppointment
I really appreciate your help. That will be all.,BookAppointment
I want to book an appointment at the Style Bar salon.,BookAppointment
I would love to visit the salon on Friday next week.,BookAppointment
I would love the appointment to be in the Afternoon 12.,BookAppointment
No.The salon name is Oz A Salon Inc.I would like the appointment at 4:15 in the evening.,BookAppointment
That's okay now.,BookAppointment
Thank you.That's all.,BookAppointment
Hello! Could you help me book an appointment at a salon at 10:30 in the morning?,BookAppointment
The salon is called August Barbershop.,BookAppointment
I would prefer visiting the salon on Sunday this week.,BookAppointment
That sounds great! What is their contact number and is this a unisex salon?,BookAppointment
"Sure, that's all I need. Thank you very much!",BookAppointment
I want to make an appointment at a Salon.,BookAppointment
Rae Talbot Salon,BookAppointment
This Saturday would be perfect.,BookAppointment
13:15 is best.,BookAppointment
Yes that is fine. Is it a Unisex salon?,BookAppointment
Thanks that will be all.,BookAppointment
I'd like to book an appointment at a salon.,BookAppointment
The salon's name is Public Barber Salon.,BookAppointment
I'd like to visit the salon on 14th of March.,BookAppointment
I'd like to make it at 11 am on March 3rd.,BookAppointment
Sure sounds good. What is the salon's average rating and is it unisex?,BookAppointment
Thank you so much.,BookAppointment
I would like to make an appointment at a Supercuts salon.,BookAppointment
"March 12th at 11:30, please.",BookAppointment
"Actually, I think I will need to make it 5:30 in the evening.",BookAppointment
"Let's make that for the 13th, and change the salon to Divine Beauty Salon.",BookAppointment
"That will be great, thanks.",BookAppointment
"Yes, can you confirm the city for me, please? Also is the salon unisex?",BookAppointment
"Great, I'm all set, thank you!",BookAppointment
I'd like to set a salon appointment please.,BookAppointment
I'm aiming for the 9th of this month at 15:15. The salon's name is Crewners Barber Shop.,BookAppointment
"Actually, I'd rather visit Dimoda Salon on the 7th.",BookAppointment
"Yup, that'd be great.",BookAppointment
Thanks! That's everything for now.,BookAppointment
I'm looking to book an appointment at a salon.,BookAppointment
At the Revamp Salon this Sunday at 1:30 pm,BookAppointment
Sounds good. Could you give me their number?,BookAppointment
Can you book me an appointment for 5:30 in the evening at a salon?,BookAppointment
No. I need the appointment for the 11th of this month,BookAppointment
Sounds really good!,BookAppointment
"Yep, Sounds good",BookAppointment
What city is the salon in?,BookAppointment
Thanks. That is all I need for now.,BookAppointment
I want an appointment at a salon. I would like it for afternoon 2:45 on the 4th of this month.,BookAppointment
Evergreen Barbershop.,BookAppointment
Sounds great. What is the address and contact number?,BookAppointment
"Yes, sounds great!",BookAppointment
Thank you! That's all I need.,BookAppointment
I would like to book and appointment at a salon.,BookAppointment
I want an appointment at 18:00 at Mission Square Barber Shop.,BookAppointment
I want to go to the salon on March 14th.,BookAppointment
No I want to go on the 12th of March.,BookAppointment
No. I want to go to Supercuts.,BookAppointment
Yes that sounds good. What is the address and phone number.,BookAppointment
Thanks for your help.,BookAppointment
I wan to book an appointment at Tangerine Hair Studio salon,BookAppointment
I want to go on March 5th at 4 pm,BookAppointment
Yes that works.,BookAppointment
"Thanks, that was all I needed",BookAppointment
Hello! I wish to purchase a customized wig for my own use. I need an appointment at a good salon by Tuesday next week. Can you find one?,BookAppointment
"Please can you book the appointment in Linda Hair & Nails, for I heard their service is very good and please make it at 1:30 pm.",BookAppointment
Yup! You're right. Sounds great.,BookAppointment
I need a salon appointment.,BookAppointment
Make the appointment for March 10th in the evening 6:30 at the Dukes And Dolls Salon.,BookAppointment
Yes that's right. Is it a unisex salon?,BookAppointment
Thanks a bunch that's all for right now.,BookAppointment
I need to book an appointment with Supercuts Village Oaks Shopping Center.,BookAppointment
I want to go on the 3rd of this month,BookAppointment
I want to go at 4:15 in the evening next wednesday,BookAppointment
"No, book it with Le Reve Salon",BookAppointment
Please make it 11 in the morning,BookAppointment
Yes thats right,BookAppointment
I want to book an appointment at the salon next Wednesday in the afternoon 2:15.,BookAppointment
The name of the salon is Sport Clips Haircuts of Fremont.,BookAppointment
"Actually, I want to change the visit to Friday next week.",BookAppointment
"Actually, I want to change the salon to Supercuts and the appointment to 11 am.",BookAppointment
That's correct. Which city is the salon in?,BookAppointment
Thanks!,BookAppointment
I need to book an appointment for the salon.,BookAppointment
"I need to go to the salon on March 3rd, preferably in the evening 5:45 slot at Linda Hair & Nails.",BookAppointment
That would be fine.,BookAppointment
That would be all right.,BookAppointment
Could you tell me which city the salon is located?,BookAppointment
Thank you lots! Just what I was looking for.,BookAppointment
I would like to make a salon appointment please.,BookAppointment
I'd like an appointment on the 13th at 10:30 in the morning.,BookAppointment
It's called Hair International but I realize I gave you the wrong time. The appointment should actually be evening 4:30.,BookAppointment
"I messed up again, could you change that to the 5th? The salon should be Belmont Hair Studio instead.",BookAppointment
Terrific. What city is that please?,BookAppointment
book me an appointment at 13:30 at the Alexander G. salon.,BookAppointment
march 12th visit please,BookAppointment
"yes, which city? is it unisex?",BookAppointment
Thanks that all the information I required,BookAppointment
Do you have an appointment at the salon on the 13th?,BookAppointment
La Petite Hair Salon please.,BookAppointment
Do you have three in the afternoon available?,BookAppointment
It's 12 in the afternoon that I want.,BookAppointment
Do you have 11th of March at Hi-Definition Salon?,BookAppointment
Great.,BookAppointment
What is the number and is it unisex?,BookAppointment
Thanks.,BookAppointment
I want to book an appointment at a salon.,BookAppointment
I would like to go to Miller and Mane salon the day after tomorrow in the afternoon 2:45.,BookAppointment
Sounds good! Is the salon unisex?,BookAppointment
"Thank you, that is all I need.",BookAppointment
I need to book at appointment on the 12th at Les Amis - Salon Et Spa.,BookAppointment
"Please set the appointment for 10 o""clock in the morning.",BookAppointment
"Yes, that is correct.",BookAppointment
I need the address and to know if it is a unisex salon?,BookAppointment
"Thanks, that will do it.",BookAppointment
I would like to book an appointment at a salon.,BookAppointment
I will be going to the salon on the 7th. It's called Shampoo Dolls and I would like the appointment at half past 3 in the afternoon.,BookAppointment
"Yup, that sounds great.",BookAppointment
"Where is the salon, and what is its average rating?",BookAppointment
That sounds great.,BookAppointment
My hair is getting too long. Can I book an appointment at the salon named Kim P Beauty Care for 17:30?,BookAppointment
The ideal day for my appointment would be the 14th of this month.,BookAppointment
"Yes, that is perfect.",BookAppointment
"Yes, could you confirm which city the salon is in?",BookAppointment
"And can I have their contact information, their phone number to be exact?",BookAppointment
Thanks.,BookAppointment
I want to get my haircut so I need to book an appointment at a salon.,BookAppointment
"Yes, I wanted to book the appointment at Supercuts for the 13th at 18:30",BookAppointment
Sounds great! What is their phone number?,BookAppointment
Thanks! That's all I need.,BookAppointment
I want to make a salon appointment.,BookAppointment
I want to visit the Barberia Salon on the 5th of this month at 11:45 am.,BookAppointment
Yes that works.,BookAppointment
That doesn't work for me.,BookAppointment
I would like an appointment for the 9th of March at the Ap Luxe Salon.,BookAppointment
I want to come in at 4:30 pm.,BookAppointment
I would like the appointment at 11:30 in the morning.,BookAppointment
Yes that's fine.,BookAppointment
"Thank you, that's all I need.",BookAppointment
I want to make an appointment at a salon.,BookAppointment
I would like to schedule the appointment at the Glama-Rama! Salon on next Thursday evening 5.,BookAppointment
"Yes, that sounds very good. Can you please give me the address of the salon?",BookAppointment
Thank you very much for helping with with what I needed.,BookAppointment
I'd like to book an appointment at The barbers Inc. barbershop at 10:45,BookAppointment
I want it on the 2nd of march.,BookAppointment
Exactly. What is their number?,BookAppointment
thank you very much.,BookAppointment
I'd like to make an appointment to visit the salon.,BookAppointment
"I'd like to go on the 12th of this month. 17:15 would be great, if possible.",BookAppointment
It's called Rae Talbot Salon.,BookAppointment
I'm sorry. I'd like to change that to March 13th at 3:15 in the afternoon.,BookAppointment
"No, I'm sorry. I'd like to try the Style Bar instead.",BookAppointment
"Yes, that's perfect.",BookAppointment
Can you please tell me the address?,BookAppointment
"Do you know if it is a unisex salon? Also, do you have the phone number?",BookAppointment
Thanks so much for your help.,BookAppointment
I want to visit a salon on the 5th of March.,BookAppointment
The salon name is Bateau Hair Salon. I want to have the appointment at one pm.,BookAppointment
"That sounds great what is the salon's phone number, and address.",BookAppointment
Thank you so much.,BookAppointment
I would like to book an appointment at a salon called Slick & Dapper On Grand.,BookAppointment
I would like to visit the salon on the 14th of this month at 3 pm.,BookAppointment
"Yes, that is correct.",BookAppointment
"Thank you, that is all I needed.",BookAppointment
I need to book an appointment at the salon.,BookAppointment
"I need it to be at 14:30, and the salon I want to go to is Salon Valenti Hair Nails Skin.",BookAppointment
I want to go on the 9th.,BookAppointment
No actually I wanted the appointment for 1 in the afternoon.,BookAppointment
That's perfect. Is the salon unisex?,BookAppointment
"Great, what is their phone number?",BookAppointment
"Thanks, that's gonna be it.",BookAppointment
I would like to book an appointment at the Slick'S Barber Shop salon.,BookAppointment
I would like to make the appointment for half past 6 in the evening on the 4th of March.,BookAppointment
Yes and can you provide their contact number and average customer rating?,BookAppointment
Thank you.,BookAppointment
"I need to see a doctor, can you find me one?",BookAppointment
"I'd like to see Dr. Thomas Stodgel at morning 11 on the 8th, is he free?",BookAppointment
"Yes, thanks. What is his rating?",BookAppointment
"Thank you, that's all.",BookAppointment
"I need to get a physical exam so I can be approved to play on my senior team. I'm kind of excited, and I have to ask for your help with this. Are you down with that?",BookAppointment
The doctor's name is Dr. Radhika Varma. I want to make an appointment for the 9th.,BookAppointment
Let's make an appointment for 3:15 pm.,BookAppointment
"I certainly do. After that, all ll I need is their phone number and address?",BookAppointment
Very good. I'm pleased and thankful to you.,BookAppointment
I need to see a doctor.,BookAppointment
I need 4:45 in the evening on the 6th of March.,BookAppointment
"Yes, Dr. Andrew Sorenson.",BookAppointment
Yes.,BookAppointment
What's the phone number?,BookAppointment
"Cool, that's all I needed.",BookAppointment
I'd like to make appointment with a doctor.,BookAppointment
Yes. I'd like to see Dr. Werschky II.,BookAppointment
See if there's an opening for the 14th of March at 3:30 pm.,BookAppointment
That is correct.,BookAppointment
Excellent. Thank you for all of your help.,BookAppointment
"I am in need of visiting a doctor, so I would like to have an appointment with Dr. Edward Lee.",BookAppointment
I would like for the appointment to be on 5th of this month.,BookAppointment
I would like to have the visit at afternoon 12:15.,BookAppointment
That's right. What address is the doctor located at?,BookAppointment
"Alright, seems fine.",BookAppointment
I appreciate it.,BookAppointment
"I would like to make an appointment with Dr. Hoang, Tuan A.",BookAppointment
On March 11th at 2:30 pm.,BookAppointment
"Yes, can I have the address and phone number?",BookAppointment
Thank you for your assistance.,BookAppointment
"I want to get my health checked, I want to visit a doctor",BookAppointment
I'm free on the 9th of March,BookAppointment
I always go to Dr. Wendy Landreville. See if there's a 4 pm availability.,BookAppointment
"Actually let me try to see Dr. Roxanne Fiscella. And make it a little earlier, quarter to 6 in the evening",BookAppointment
"Yes please, what's her rating, and the address of the clinic?",BookAppointment
Let's change the appointment to the 1st instead.,BookAppointment
Yes that's correct,BookAppointment
"Thanks that's all I need, bye",BookAppointment
I've been feeling a bit sick. Can you book a doctor's visit for me?,BookAppointment
Can you book something on the 13th of March?,BookAppointment
I'd like to book a visit at 1:30 pm with Dr. Wong Hung-Kwong if that's available.,BookAppointment
"Yes, that's perfect.",BookAppointment
"Great, thank you.",BookAppointment
I got to see a doctor.,BookAppointment
At a half past 4 in the evening.,BookAppointment
Not today. Make it next Thursday for Dr. Christian Fulmer.,BookAppointment
"Actually, I prefer Dr. Richard Kerbavaz for Monday next week.",BookAppointment
Only if you can get quarter past 4 in the evening.,BookAppointment
Confirmed. Give me his address and digits.,BookAppointment
Excellent. Thanks.,BookAppointment
"I want to visit a doctor, make it on the 7th. I want to see Dr. Randal Pham at Aesthetic & Refractive Surgery Medical Center.",BookAppointment
Four pm works best for me.,BookAppointment
Yes.,BookAppointment
"Thank you, bye.",BookAppointment
I need to see a doctor.,BookAppointment
I would like for the evening 5:15 on the 11th of this month,BookAppointment
I need to see Dr. Carol Somersille.,BookAppointment
Yes. Where is her office located and what is the number?,BookAppointment
Thanks that will be all.,BookAppointment
